"legislator","period","coord1D","coord2D","se1D","se2D","nombres","partido","region","distrito"
74,3,-0.499765992164612,-0.521436154842377,0,0,"Jaime Naranjo Ortiz","PS","Región del Maule",18
172,3,0.774699985980988,0.288001239299774,0,0,"Carlos Kuschel Silva","RN","Región de Los Lagos",26
660,3,-0.0138996886089444,0.21520422399044,0,0,"Manuel Matta Aragay","DC","Región del Maule",18
803,3,-0.339810371398926,0.431218951940536,0,0,"René Alinco Bustos","IND","Región de Aysén del General Carlos Ibáñez del Campo",27
810,3,-0.154500171542168,-0.119211181998253,0,0,"Gabriel Ascencio Mansilla","DC","Región de Los Lagos",26
811,3,0.741494178771973,-0.263249933719635,0,0,"Ramón Barros Montero","UDI","Región del Libertador General Bernardo O' Higgins",16
815,3,0.500278353691101,-0.450706332921982,0,0,"Sergio Bobadilla Muñoz","UDI","Región del Bío Bío",20
827,3,-0.566322088241577,-0.00293612107634544,0,0,"Marcelo Díaz Díaz","PS","Región de Valparaíso",7
837,3,-0.421780645847321,-0.49300017952919,0,0,"Fidel Espinoza Sandoval","PS","Región de Los Lagos",25
843,3,0.584382772445679,0.0268388483673334,0,0,"René Manuel García García","RN","Región de La Araucanía",23
848,3,-0.53906124830246,0.0236404743045568,0,0,"Rodrigo González Torres","PPD","Región de Valparaíso",7
850,3,0.522949039936066,-0.505292415618896,0,0,"Javier Hernández Hernández","UDI","Región de Los Lagos",25
855,3,-0.136364802718163,-0.944035589694977,0,0,"Carlos Abel Jarpa Wevar","PRad","Región del Bío Bío",19
856,3,-0.44406133890152,-0.44321283698082,0,0,"Tucapel Jiménez Fuentes","PPD","Región Metropolitana de Santiago",13
862,3,0.0417994260787964,-0.343715488910675,0,0,"Pablo Lorenzini Basso","DC","Región del Maule",17
866,3,-0.0344185940921307,-0.833354771137238,0,0,"Fernando Meza Moncada","PRad","Región de La Araucanía",23
869,3,-0.466897338628769,-0.475042462348938,0,0,"Manuel Monsalve Benavides","PS","Región del Bío Bío",21
872,3,-0.453980386257172,-0.140401005744934,0,0,"Jaime Mulet Martínez","FRVS","Región de Atacama",4
875,3,0.429166257381439,-0.441444218158722,0,0,"Iván Norambuena Farías","UDI","Región del Bío Bío",21
879,3,0.0175836030393839,-0.568127572536469,0,0,"José Miguel Ortiz Novoa","DC","Región del Bío Bío",20
885,3,-0.122898459434509,-0.836545884609222,0,0,"José Pérez Arriagada","PRad","Región del Bío Bío",21
893,3,0.0429864451289177,0.172115609049797,0,0,"Jorge Sabag Villalobos","DC","Región del Bío Bío",19
897,3,-0.57257479429245,-0.120763659477234,0,0,"Alejandra Sepúlveda Orbenes","FRVS","Región del Libertador General Bernardo O' Higgins",16
898,3,-0.134591042995453,-0.0697610527276993,0,0,"Gabriel Silber Romo","DC","Región Metropolitana de Santiago",8
908,3,0.80672550201416,-0.115706123411655,0,0,"Ignacio Urrutia Bonilla","UDI","Región del Maule",18
913,3,-0.204161122441292,-0.626046001911163,0,0,"Mario Venegas Cárdenas","DC","Región de La Araucanía",22
917,3,0.607075929641724,-0.198418065905571,0,0,"Gastón Von Mühlenbrock Zamora","UDI","Región de Los Ríos",24
920,3,-0.447889983654022,-0.613981068134308,0,0,"Marcelo Schilling Rodríguez","PS","Región de Valparaíso",6
923,3,0.446148037910461,-0.178073838353157,0,0,"Pedro Pablo Álvarez-Salamanca Ramírez","UDI","Región del Maule",17
925,3,-0.113187879323959,-0.970388650894165,0,0,"Pepe Auth Stewart","IND","Región Metropolitana de Santiago",8
926,3,0.607816874980927,-0.18198923766613,0,0,"Nino Baltolu Rasera","UDI","Región de Arica y Parinacota",1
931,3,-0.492774069309235,-0.468422800302505,0,0,"Juan Luis Castro González","PS","Región del Libertador General Bernardo O' Higgins",15
936,3,-0.631831169128418,0.0940962880849838,0,0,"Cristina Girardi Lavín","PPD","Región Metropolitana de Santiago",9
940,3,0.714608430862427,-0.371899545192719,0,0,"María José Hoffmann Opazo","UDI","Región de Valparaíso",7
942,3,0.748913407325745,-0.290899246931076,0,0,"Javier Macaya Danús","UDI","Región del Libertador General Bernardo O' Higgins",15
945,3,0.529748678207397,-0.35574871301651,0,0,"Celso Morales Muñoz","UDI","Región del Maule",17
946,3,0.757336854934692,0.164707705378532,0,0,"Leopoldo Pérez Lahsen","RN","Región Metropolitana de Santiago",12
950,3,-0.520129859447479,-0.828290104866028,0,0,"René Saffirio Espinoza","IND","Región de La Araucanía",23
952,3,0.61468768119812,0.293026626110077,0,0,"Alejandro Santana Tirachini","RN","Región de Los Lagos",26
953,3,0.629602909088135,0.36901643872261,0,0,"Frank Sauerbaum Muñoz","RN","Región del Bío Bío",19
956,3,-0.596920311450958,-0.381268978118896,0,0,"Guillermo Teillier Del Valle","PC","Región Metropolitana de Santiago",13
957,3,-0.344147711992264,-0.544692695140839,0,0,"Víctor Torres Jeldes","DC","Región de Valparaíso",7
959,3,0.577937066555023,-0.454839825630188,0,0,"Enrique Van Rysselberghe Herrera","UDI","Región del Bío Bío",20
961,3,-0.200598806142807,-0.463809102773666,0,0,"Pedro Velásquez Seguel","IND","Región de Coquimbo",5
963,3,-0.0476821251213551,-0.586658358573914,0,0,"Matías Walker Prieto","DC","Región de Coquimbo",5
968,3,-0.487403988838196,-0.461355119943619,0,0,"Jenny Álvarez Vera","PS","Región de Los Lagos",26
971,3,0.635341584682465,0.283207595348358,0,0,"Bernardo Berger Fett","RN","Región de Los Ríos",24
972,3,-0.717855393886566,0.418935358524323,0,0,"Gabriel Boric Font","IND","Región de Magallanes y de la Antártica Chilena",28
973,3,-0.601023852825165,-0.371866792440414,0,0,"Karol Cariola Oliva","PC","Región Metropolitana de Santiago",9
975,3,-0.501731038093567,-0.449600666761398,0,0,"Daniella Cicardini Milla","PS","Región de Atacama",4
976,3,0.630253851413727,-0.451907843351364,0,0,"Juan Antonio Coloma Álamos","UDI","Región Metropolitana de Santiago",14
981,3,-0.508178234100342,-0.391322195529938,0,0,"Maya Fernández Allende","PS","Región Metropolitana de Santiago",10
982,3,-0.110174775123596,-0.126930579543114,0,0,"Iván Flores García","DC","Región de Los Ríos",24
984,3,0.653132379055023,0.16405975818634,0,0,"Gonzalo Fuenzalida Figueroa","RN","Región Metropolitana de Santiago",11
985,3,0.526395916938782,-0.391819655895233,0,0,"Sergio Gahona Salazar","UDI","Región de Coquimbo",5
986,3,-0.31601956486702,-0.668515861034393,0,0,"Marcela Hernando Pérez","PRad","Región de Antofagasta",3
987,3,-0.59281975030899,0.774631917476654,0,0,"Giorgio Jackson Drago","RD","Región Metropolitana de Santiago",10
989,3,0.539063513278961,-0.363176017999649,0,0,"Joaquín Lavín León","UDI","Región Metropolitana de Santiago",8
991,3,-0.528598427772522,0.380572587251663,0,0,"Vlado Mirosevic Verdugo","PL","Región de Arica y Parinacota",1
993,3,-0.600741446018219,-0.423242777585983,0,0,"Daniel Núñez Arancibia","PC","Región de Coquimbo",5
994,3,0.592539191246033,0.427567541599274,0,0,"Paulina Núñez Urrutia","RN","Región de Antofagasta",3
995,3,0.749417901039124,0.0280418880283833,0,0,"Diego Paulsen Kehr","RN","Región de La Araucanía",22
999,3,0.656536281108856,0.209026351571083,0,0,"Jorge Rathgeb Schifferli","RN","Región de La Araucanía",22
1000,3,-0.565692842006683,-0.407090097665787,0,0,"Luis Rocafull López","PS","Región de Arica y Parinacota",1
1001,3,-0.519073665142059,-0.391165673732758,0,0,"Raúl Saldívar Auger","PS","Región de Coquimbo",5
1002,3,-0.456435441970825,-0.50003445148468,0,0,"Leonardo Soto Ferrada","PS","Región Metropolitana de Santiago",14
1003,3,0.566711962223053,-0.192678511142731,0,0,"Renzo Trisotti Martínez","UDI","Región de Tarapacá",2
1005,3,0.619903385639191,-0.208812341094017,0,0,"Osvaldo Urrutia Soto","UDI","Región de Valparaíso",7
1006,3,-0.617494106292725,-0.414049834012985,0,0,"Camila Vallejo Dowling","PC","Región Metropolitana de Santiago",12
1008,3,-0.776784598827362,0.401352256536484,0,0,"Florcita Alarcón Rojas","PH","Región del Maule",17
1009,3,0.753830790519714,-0.284100294113159,0,0,"Jorge Alessandri Vergara","UDI","Región Metropolitana de Santiago",10
1010,3,0.649174988269806,0.216086462140083,0,0,"Sebastián Álvarez Ramírez","EVOP","Región de La Araucanía",23
1011,3,0.475709736347198,-0.313316315412521,0,0,"Sandra Amar Mancilla","UDI","Región de Magallanes y de la Antártica Chilena",28
1012,3,-0.592354655265808,-0.442974716424942,0,0,"Boris Barrera Moreno","PC","Región Metropolitana de Santiago",9
1013,3,-0.496626973152161,0.295143246650696,0,0,"Alejandro Bernales Maldonado","PL","Región de Los Lagos",26
1014,3,-0.306420475244522,0.0782882273197174,0,0,"Karim Bianchi Retamales","IND","Región de Magallanes y de la Antártica Chilena",28
1015,3,-0.583571434020996,0.802928507328033,0,0,"Jorge Brito Hasbún","RD","Región de Valparaíso",7
1016,3,-0.00958532746881247,0.175835907459259,0,0,"Miguel Ángel Calisto Águila","DC","Región de Aysén del General Carlos Ibáñez del Campo",27
1017,3,0.511647641658783,-0.251982063055038,0,0,"Álvaro Carter Fernández","UDI","Región Metropolitana de Santiago",12
1018,3,-0.586205005645752,0.700624406337738,0,0,"Natalia Castillo Muñoz","RD","Región Metropolitana de Santiago",10
1019,3,0.654293835163116,0.143092021346092,0,0,"José Miguel Castro Bascuñán","RN","Región de Antofagasta",3
1020,3,-0.423724949359894,-0.461146950721741,0,0,"Ricardo Celis Araya","PPD","Región de La Araucanía",23
1021,3,0.526363134384155,0.072665810585022,0,0,"Andrés Celis Montt","RN","Región de Valparaíso",7
1022,3,0.590866029262543,0.0992843955755234,0,0,"Sofía Cid Versalovic","RN","Región de Atacama",4
1023,3,-0.59379118680954,0.753090143203735,0,0,"Miguel Crispi Serrano","RD","Región Metropolitana de Santiago",12
1024,3,0.775633752346039,0.305520057678223,0,0,"Luciano Cruz-Coke Carvallo","EVOP","Región Metropolitana de Santiago",10
1025,3,0.623009562492371,0.245641782879829,0,0,"Catalina Del Real Mihovilovic","RN","Región Metropolitana de Santiago",11
1027,3,0.541831135749817,0.530312538146973,0,0,"Jorge Durán Espinoza","RN","Región Metropolitana de Santiago",9
1028,3,0.549145936965942,0.237346440553665,0,0,"Eduardo Durán Salinas","RN","Región Metropolitana de Santiago",13
1029,3,0.638724386692047,0.429849714040756,0,0,"Francisco Eguiguren Correa","RN","Región de Coquimbo",5
1030,3,0.645946145057678,0.525503754615784,0,0,"Camila Flores Oporto","RN","Región de Valparaíso",6
1031,3,0.700145363807678,-0.328206241130829,0,0,"Juan Fuenzalida Cobo","UDI","Región de Coquimbo",5
1032,3,0.637016117572784,0.470007717609406,0,0,"Ramón Galleguillos Castillo","RN","Región de Tarapacá",2
1034,3,-0.788199961185455,0.465657979249954,0,0,"Félix González Gatica","PEV","Región del Bío Bío",20
1035,3,-0.602947354316711,-0.425195157527924,0,0,"Carmen Hertz Cádiz","PC","Región Metropolitana de Santiago",8
1036,3,-0.794124722480774,0.437536776065826,0,0,"Tomás Hirsch Goldschmidt","PH","Región Metropolitana de Santiago",11
1037,3,-0.72664737701416,0.485396653413773,0,0,"Diego Ibáñez Cotroneo","IND","Región de Valparaíso",6
1038,3,-0.468508332967758,-0.461972147226334,0,0,"Marcos Ilabaca Cerda","PS","Región de Los Ríos",24
1039,3,-0.806498169898987,0.717299520969391,0,0,"Pamela Jiles Moreno","PH","Región Metropolitana de Santiago",12
1040,3,0.799929201602936,0.140420809388161,0,0,"Harry Jürgensen Rundshagen","RN","Región de Los Lagos",25
1041,3,0.731316924095154,0.119564548134804,0,0,"Pablo Kast Sommerhoff","EVOP","Región de Valparaíso",6
1042,3,0.60720694065094,0.302923947572708,0,0,"Sebastián Keitel Bianchi","EVOP","Región Metropolitana de Santiago",9
1043,3,-0.653743743896484,-0.38370069861412,0,0,"Amaro Labra Sepúlveda","PC","Región Metropolitana de Santiago",12
1044,3,-0.47245454788208,-0.422899395227432,0,0,"Raúl Leiva Carvajal","PS","Región Metropolitana de Santiago",14
1045,3,0.550474882125854,0.17945009469986,0,0,"Aracely Leuquén Uribe","RN","Región de Aysén del General Carlos Ibáñez del Campo",27
1046,3,0.623888850212097,0.316787123680115,0,0,"Andrés Longton Herrera","RN","Región de Valparaíso",6
1047,3,0.716490387916565,0.193160444498062,0,0,"Karin Luck Urban","RN","Región Metropolitana de Santiago",11
1048,3,-0.464541435241699,-0.404179215431213,0,0,"Carolina Marzán Pinto","PPD","Región de Valparaíso",6
1049,3,-0.337274879217148,-0.671308159828186,0,0,"Cosme Mellado Pino","PRad","Región del Libertador General Bernardo O' Higgins",16
1050,3,0.620300710201263,0.252454966306686,0,0,"Miguel Mellado Suazo","RN","Región de La Araucanía",23
1051,3,-0.797772526741028,0.562108218669891,0,0,"Claudia Mix Jiménez","COM","Región Metropolitana de Santiago",8
1052,3,0.76123172044754,0.346423357725143,0,0,"Andrés Molina Magofke","EVOP","Región de La Araucanía",23
1053,3,0.556214332580566,-0.18250834941864,0,0,"Cristhian Moreira Barros","UDI","Región Metropolitana de Santiago",13
1054,3,0.470018655061722,0.299806982278824,0,0,"Francesca Muñoz González","RN","Región del Bío Bío",20
1055,3,0.517603695392609,-0.306045532226562,0,0,"Nicolás Noman Garrido","UDI","Región de Atacama",4
1056,3,-0.583072602748871,-0.439144343137741,0,0,"Emilia Nuyado Ancapichún","PS","Región de Los Lagos",25
1057,3,0.403933644294739,0.400037288665771,0,0,"Erika Olivera De La Fuente","IND","Región Metropolitana de Santiago",9
1058,3,-0.582941114902496,0.718464732170105,0,0,"Maite Orsini Pascal","RD","Región Metropolitana de Santiago",9
1059,3,0.545630037784576,0.548790097236633,0,0,"Ximena Ossandón Irarrázabal","RN","Región Metropolitana de Santiago",12
1060,3,0.730936050415039,0.343941956758499,0,0,"Luis Pardo Sáinz","RN","Región de Valparaíso",6
1061,3,-0.438199073076248,-0.380776673555374,0,0,"Andrea Parra Sauterel","PPD","Región de La Araucanía",22
1062,3,-0.0932794436812401,0.228792652487755,0,0,"Joanna Pérez Olea","DC","Región del Bío Bío",21
1063,3,-0.59637039899826,0.773561656475067,0,0,"Catalina Pérez Salinas","RD","Región de Antofagasta",3
1064,3,0.501816928386688,0.108986757695675,0,0,"Pablo Prieto Lorca","IND","Región del Maule",17
1065,3,0.76358950138092,-0.329303860664368,0,0,"Guillermo Ramírez Diez","UDI","Región Metropolitana de Santiago",11
1066,3,0.492100238800049,-0.231013670563698,0,0,"Rolando Rentería Moller","UDI","Región del Maule",18
1067,3,0.559056341648102,0.323352158069611,0,0,"Hugo Rey Martínez","RN","Región del Maule",17
1068,3,-0.748607695102692,0.62833970785141,0,0,"Camila Rojas Valderrama","COM","Región de Valparaíso",7
1069,3,0.585680425167084,0.799777388572693,0,0,"Leonidas Romero Sáez","RN","Región del Bío Bío",20
1070,3,-0.511582493782043,-0.0702948346734047,0,0,"Patricio Rosas Barrientos","IND","Región de Los Ríos",24
1071,3,-0.521433293819427,-0.388717234134674,0,0,"Gastón Saavedra Chandía","PS","Región del Bío Bío",20
1072,3,0.640277743339539,-0.327772349119186,0,0,"Gustavo Sanhueza Dueñas","UDI","Región del Bío Bío",19
1073,3,-0.530275583267212,-0.408345341682434,0,0,"Juan Santana Castillo","PS","Región de Atacama",4
1074,3,-0.595617771148682,-0.412505120038986,0,0,"Marisela Santibáñez Novoa","PRO","Región Metropolitana de Santiago",14
1075,3,0.661973357200623,0.220392629504204,0,0,"Diego Schalper Sepúlveda","RN","Región del Libertador General Bernardo O' Higgins",15
1076,3,-0.34565332531929,-0.721571564674377,0,0,"Alexis Sepúlveda Soto","PRad","Región del Maule",17
1077,3,-0.390779554843903,-0.153163522481918,0,0,"Raúl Soto Mardones","DC","Región del Libertador General Bernardo O' Higgins",15
1078,3,-0.407601952552795,-0.550500273704529,0,0,"Jaime Tohá González","PS","Región del Bío Bío",20
1079,3,0.734341502189636,0.221001341938972,0,0,"Sebastián Torrealba Alvarado","RN","Región Metropolitana de Santiago",10
1080,3,0.393341481685638,-0.27044865489006,0,0,"Virginia Troncoso Hellman","UDI","Región del Libertador General Bernardo O' Higgins",16
1081,3,0.83488404750824,0.35951367020607,0,0,"Francisco Undurraga Gazitúa","EVOP","Región Metropolitana de Santiago",11
1082,3,0.75916576385498,0.292503118515015,0,0,"Cristóbal Urruticoechea Ríos","RN","Región del Bío Bío",21
1083,3,-0.582652568817139,-0.255167752504349,0,0,"Esteban Velásquez Núñez","FRVS","Región de Antofagasta",3
1084,3,-0.0735465064644814,0.152468577027321,0,0,"Daniel Verdessi Belemmi","DC","Región de Valparaíso",6
1085,3,-0.581900358200073,0.701668083667755,0,0,"Pablo Vidal Rojas","RD","Región Metropolitana de Santiago",8
1086,3,-0.707190215587616,0.418231517076492,0,0,"Gonzalo Winter Etcheberry","IND","Región Metropolitana de Santiago",10
1087,3,-0.691589653491974,0.532751262187958,0,0,"Gael Yeomans Araya","RD","Región Metropolitana de Santiago",13
